交易日,当日收益率,累计收益率,指数累计,控仓收益_5,控仓累计_5,控仓收益_20,仓位控制_20,控仓累计_20,控仓收益_30,控仓累计_30,控仓收益_60,控仓累计_60
2022-03-09,0.18,45.2,22.210000000000004,0.0,28.74999999999999,0.0,0,20.329999999999995,0.0,36.03,0.0,36.260000000000005
2022-03-10,0.0,45.2,21.350000000000005,0.0,28.74999999999999,0.0,0,20.329999999999995,0.0,36.03,0.0,36.260000000000005
2022-03-11,0.0,45.2,23.350000000000005,0.0,28.74999999999999,0.0,0,20.329999999999995,0.0,36.03,0.0,36.260000000000005
2022-03-14,0.28,45.48,23.290000000000006,0.0,28.74999999999999,0.28,1,20.609999999999996,0.0,36.03,0.0,36.260000000000005
2022-03-15,-1.6,43.88,22.550000000000008,-0.0,28.74999999999999,-0.0,0,20.609999999999996,-0.0,36.03,-0.0,36.260000000000005
2022-03-16,0.0,45.38,20.610000000000007,0.0,28.74999999999999,0.0,0,20.609999999999996,0.0,36.03,0.0,36.260000000000005
2022-03-17,0.0,45.38,22.320000000000007,0.0,28.74999999999999,0.0,0,20.609999999999996,0.0,36.03,0.0,36.260000000000005
2022-03-18,0.0,45.38,23.930000000000007,0.0,28.74999999999999,0.0,1,20.609999999999996,0.0,36.03,0.0,36.260000000000005
2022-03-21,0.0,45.91,24.760000000000005,0.0,28.74999999999999,0.0,1,20.609999999999996,0.0,36.03,0.0,36.260000000000005
2022-03-22,0.0,45.99,25.260000000000005,0.0,28.74999999999999,0.0,1,20.609999999999996,0.0,36.03,0.0,36.260000000000005
2022-03-23,0.0,45.95,24.920000000000005,0.0,28.74999999999999,0.0,1,20.609999999999996,0.0,36.03,0.0,36.260000000000005
2022-03-24,0.0,45.51,24.710000000000004,0.0,28.74999999999999,0.0,0,20.609999999999996,0.0,36.03,0.0,36.260000000000005
2022-03-25,0.0,44.46,23.360000000000003,0.0,28.74999999999999,0.0,0,20.609999999999996,0.0,36.03,0.0,36.260000000000005
2022-03-28,0.0,44.96,22.330000000000002,0.0,28.74999999999999,0.0,0,20.609999999999996,0.0,36.03,0.0,36.260000000000005
2022-03-29,0.0,45.01,21.64,0.0,28.74999999999999,0.0,0,20.609999999999996,0.0,36.03,0.0,36.260000000000005
2022-03-30,0.0,45.18,21.34,0.0,28.74999999999999,0.0,0,20.609999999999996,0.0,36.03,0.0,36.260000000000005
2022-03-31,0.0,45.36,22.8,0.0,28.74999999999999,0.0,1,20.609999999999996,0.0,36.03,0.0,36.260000000000005
2022-04-01,0.0,45.36,22.67,0.0,28.74999999999999,0.0,1,20.609999999999996,0.0,36.03,0.0,36.260000000000005
2022-04-06,0.25,45.61,23.400000000000002,0.25,28.99999999999999,0.25,1,20.859999999999996,0.0,36.03,0.0,36.260000000000005
2022-04-07,-0.87,44.74,23.680000000000003,-0.87,28.12999999999999,-0.87,1,19.989999999999995,-0.0,36.03,-0.0,36.260000000000005
2022-04-08,-1.97,42.77,22.840000000000003,-0.0,28.12999999999999,-0.0,0,19.989999999999995,-0.0,36.03,-0.0,36.260000000000005
2022-04-11,-0.74,42.03,22.580000000000002,-0.0,28.12999999999999,-0.0,0,19.989999999999995,-0.0,36.03,-0.0,36.260000000000005
2022-04-12,0.78,42.81,21.07,0.0,28.12999999999999,0.0,0,19.989999999999995,0.0,36.03,0.0,36.260000000000005
2022-04-13,-1.71,41.1,21.3,-0.0,28.12999999999999,-0.0,0,19.989999999999995,-0.0,36.03,-0.0,36.260000000000005
2022-04-14,1.17,42.27,20.63,0.0,28.12999999999999,0.0,0,19.989999999999995,0.0,36.03,0.0,36.260000000000005
2022-04-15,-0.2,42.07,21.23,-0.0,28.12999999999999,-0.0,0,19.989999999999995,-0.0,36.03,-0.0,36.260000000000005
2022-04-18,-0.29,41.78,21.01,-0.0,28.12999999999999,-0.0,0,19.989999999999995,-0.0,36.03,-0.0,36.260000000000005
2022-04-19,0.67,42.45,21.87,0.0,28.12999999999999,0.67,1,20.659999999999997,0.0,36.03,0.0,36.260000000000005
2022-04-20,0.41,42.86,22.78,0.41,28.53999999999999,0.41,1,21.069999999999997,0.41,36.44,0.0,36.260000000000005
2022-04-21,-0.73,42.13,22.37,-0.0,28.53999999999999,-0.73,1,20.339999999999996,-0.0,36.44,-0.0,36.260000000000005
2022-04-22,0.24,42.37,20.96,0.0,28.53999999999999,0.0,0,20.339999999999996,0.0,36.44,0.0,36.260000000000005
2022-04-25,-2.1,40.27,20.07,-0.0,28.53999999999999,-0.0,0,20.339999999999996,-0.0,36.44,-0.0,36.260000000000005
2022-04-26,0.0,39.89,17.060000000000002,0.0,28.53999999999999,0.0,0,20.339999999999996,0.0,36.44,0.0,36.260000000000005
2022-04-27,0.0,40.33,16.46,0.0,28.53999999999999,0.0,0,20.339999999999996,0.0,36.44,0.0,36.260000000000005
2022-04-28,0.0,40.49,18.14,0.0,28.53999999999999,0.0,0,20.339999999999996,0.0,36.44,0.0,36.260000000000005
2022-04-29,0.0,41.09,18.11,0.0,28.53999999999999,0.0,1,20.339999999999996,0.0,36.44,0.0,36.260000000000005
2022-05-05,0.0,41.09,20.259999999999998,0.0,28.53999999999999,0.0,1,20.339999999999996,0.0,36.44,0.0,36.260000000000005
2022-05-06,0.0,41.09,21.49,0.0,28.53999999999999,0.0,1,20.339999999999996,0.0,36.44,0.0,36.260000000000005
2022-05-09,1.03,42.12,21.06,1.03,29.56999999999999,1.03,1,21.369999999999997,0.0,36.44,0.0,36.260000000000005
2022-05-10,1.06,43.18,21.81,1.06,30.62999999999999,1.06,1,22.429999999999996,1.06,37.5,0.0,36.260000000000005
2022-05-11,0.6,43.78,22.49,0.6,31.22999999999999,0.6,1,23.029999999999998,0.6,38.1,0.0,36.260000000000005
2022-05-12,0.3,44.08,23.639999999999997,0.3,31.52999999999999,0.3,1,23.33,0.3,38.4,0.0,36.260000000000005
2022-05-13,1.23,45.31,23.849999999999998,1.23,32.75999999999999,1.23,1,24.56,1.23,39.629999999999995,0.0,36.260000000000005
2022-05-16,0.3,45.61,24.479999999999997,0.3,33.05999999999999,0.3,1,24.86,0.3,39.92999999999999,0.3,36.56
2022-05-17,0.73,46.34,25.15,0.73,33.789999999999985,0.73,1,25.59,0.73,40.65999999999999,0.73,37.29
2022-05-18,1.01,47.35,25.45,1.01,34.79999999999998,1.01,1,26.6,1.01,41.66999999999999,1.01,38.3
2022-05-19,-0.44,46.91,25.71,-0.44,34.359999999999985,-0.44,1,26.16,-0.44,41.22999999999999,-0.44,37.86
2022-05-20,0.59,47.5,25.94,0.59,34.94999999999999,0.59,1,26.75,0.59,41.81999999999999,0.59,38.45
2022-05-23,0.23,47.73,26.35,0.23,35.179999999999986,0.23,1,26.98,0.23,42.04999999999999,0.23,38.68
2022-05-24,-1.38,46.35,26.84,-1.38,33.79999999999998,-1.38,1,25.6,-1.38,40.66999999999999,-1.38,37.3
2022-05-25,1.11,47.46,24.78,1.11,34.90999999999998,0.0,0,25.6,1.11,41.77999999999999,1.11,38.41
2022-05-26,-0.39,47.07,25.41,-0.39,34.51999999999998,-0.0,0,25.6,-0.39,41.389999999999986,-0.39,38.019999999999996
2022-05-27,-0.5,46.57,25.62,-0.5,34.01999999999998,-0.0,0,25.6,-0.5,40.889999999999986,-0.5,37.519999999999996
2022-05-30,0.3,46.87,25.61,0.3,34.31999999999998,0.0,0,25.6,0.3,41.18999999999998,0.3,37.81999999999999
2022-05-31,0.3,47.17,25.74,0.3,34.619999999999976,0.3,1,25.900000000000002,0.3,41.48999999999998,0.3,38.11999999999999
2022-06-01,1.21,48.38,25.97,1.21,35.82999999999998,1.21,1,27.110000000000003,1.21,42.69999999999998,1.21,39.32999999999999
2022-06-02,1.08,49.46,26.36,1.08,36.909999999999975,1.08,1,28.190000000000005,1.08,43.77999999999998,1.08,40.40999999999999
2022-06-06,0.4,49.86,26.9,0.4,37.309999999999974,0.4,1,28.590000000000003,0.4,44.17999999999998,0.4,40.80999999999999
2022-06-07,0.0,49.86,28.07,0.0,37.309999999999974,0.0,1,28.590000000000003,0.0,44.17999999999998,0.0,40.80999999999999
2022-06-08,0.46,50.32,28.16,0.46,37.769999999999975,0.46,1,29.050000000000004,0.46,44.63999999999998,0.46,41.26999999999999
2022-06-09,-0.73,49.59,28.37,-0.73,37.03999999999998,-0.73,1,28.320000000000004,-0.73,43.90999999999998,-0.73,40.53999999999999
2022-06-10,0.75,50.34,27.95,0.75,37.78999999999998,0.75,1,29.070000000000004,0.75,44.65999999999998,0.75,41.28999999999999
2022-06-13,-0.19,50.15,28.79,-0.19,37.59999999999998,-0.19,1,28.880000000000003,-0.19,44.469999999999985,-0.19,41.099999999999994
2022-06-14,-0.02,50.13,29.09,-0.02,37.57999999999998,-0.02,1,28.860000000000003,-0.02,44.44999999999998,-0.02,41.07999999999999
2022-06-15,0.57,50.7,28.82,0.57,38.14999999999998,0.57,1,29.430000000000003,0.57,45.01999999999998,0.57,41.64999999999999
2022-06-16,0.35,51.05,29.51,0.35,38.49999999999998,0.35,1,29.780000000000005,0.35,45.36999999999998,0.35,41.99999999999999
2022-06-17,0.3,51.35,30.240000000000002,0.3,38.799999999999976,0.3,1,30.080000000000005,0.3,45.66999999999998,0.3,42.29999999999999
2022-06-20,-0.84,50.51,30.73,-0.84,37.95999999999997,-0.84,1,29.240000000000006,-0.84,44.82999999999998,-0.84,41.45999999999999
2022-06-21,0.59,51.1,29.61,0.59,38.549999999999976,0.0,0,29.240000000000006,0.59,45.41999999999998,0.59,42.04999999999999
2022-06-22,1.5,52.6,29.759999999999998,1.5,40.049999999999976,0.0,0,29.240000000000006,1.5,46.91999999999998,1.5,43.54999999999999
2022-06-23,0.7,53.3,29.9,0.7,40.74999999999998,0.0,0,29.240000000000006,0.7,47.61999999999998,0.7,44.24999999999999
2022-06-24,-0.02,53.28,30.68,-0.02,40.729999999999976,-0.02,1,29.220000000000006,-0.02,47.59999999999998,-0.02,44.22999999999999
2022-06-27,0.3,53.58,31.41,0.3,41.02999999999997,0.3,1,29.520000000000007,0.3,47.89999999999998,0.3,44.52999999999999
2022-06-28,0.3,53.88,32.41,0.3,41.32999999999997,0.3,1,29.820000000000007,0.3,48.199999999999974,0.3,44.829999999999984
2022-06-29,0.14,54.02,33.19,0.14,41.46999999999997,0.14,1,29.960000000000008,0.14,48.339999999999975,0.14,44.969999999999985
2022-06-30,0.52,54.54,31.86,0.52,41.989999999999974,0.0,0,29.960000000000008,0.52,48.85999999999998,0.52,45.48999999999999
2022-07-01,0.14,54.68,32.51,0.14,42.129999999999974,0.14,1,30.10000000000001,0.14,48.99999999999998,0.14,45.62999999999999
2022-07-04,0.18,54.86,32.489999999999995,0.18,42.309999999999974,0.0,0,30.10000000000001,0.18,49.17999999999998,0.18,45.80999999999999
2022-07-05,-0.39,54.47,33.16,-0.39,41.91999999999997,-0.39,1,29.710000000000008,-0.39,48.78999999999998,-0.39,45.41999999999999
2022-07-06,0.12,54.59,32.91,0.12,42.03999999999997,0.12,1,29.83000000000001,0.12,48.909999999999975,0.12,45.539999999999985
2022-07-07,0.24,54.83,32.18,0.24,42.27999999999997,0.0,0,29.83000000000001,0.24,49.14999999999998,0.24,45.77999999999999
2022-07-08,0.43,55.26,32.78,0.43,42.70999999999997,0.43,1,30.26000000000001,0.43,49.57999999999998,0.43,46.20999999999999
2022-07-11,-0.84,54.42,32.49,-0.84,41.86999999999997,-0.0,0,30.26000000000001,-0.84,48.739999999999974,-0.84,45.36999999999998
2022-07-12,-0.12,54.3,31.57,-0.12,41.74999999999997,-0.0,0,30.26000000000001,-0.12,48.619999999999976,-0.12,45.249999999999986
2022-07-13,-0.37,53.93,30.44,-0.0,41.74999999999997,-0.0,0,30.26000000000001,-0.37,48.24999999999998,-0.37,44.87999999999999
2022-07-14,-0.22,53.71,31.110000000000003,-0.0,41.74999999999997,-0.0,0,30.26000000000001,-0.22,48.02999999999998,-0.22,44.65999999999999
2022-07-15,-1.23,52.48,31.76,-1.23,40.519999999999975,-1.23,1,29.03000000000001,-1.23,46.79999999999998,-1.23,43.42999999999999
2022-07-18,0.4,52.88,31.490000000000002,0.0,40.519999999999975,0.4,1,29.430000000000007,0.4,47.19999999999998,0.4,43.82999999999999
2022-07-19,0.6,53.48,32.67,0.6,41.119999999999976,0.6,1,30.03000000000001,0.6,47.79999999999998,0.6,44.42999999999999
2022-07-20,0.0,53.48,33.2,0.0,41.119999999999976,0.0,1,30.03000000000001,0.0,47.79999999999998,0.0,44.42999999999999
2022-07-21,0.0,53.48,33.900000000000006,0.0,41.119999999999976,0.0,1,30.03000000000001,0.0,47.79999999999998,0.0,44.42999999999999
2022-07-22,0.44,53.92,33.61000000000001,0.44,41.559999999999974,0.44,1,30.47000000000001,0.44,48.23999999999998,0.44,44.86999999999999
2022-07-25,-0.89,53.03,33.28000000000001,-0.89,40.66999999999997,-0.0,0,30.47000000000001,-0.89,47.34999999999998,-0.89,43.97999999999999
2022-07-26,0.75,53.78,32.85000000000001,0.75,41.41999999999997,0.0,0,30.47000000000001,0.75,48.09999999999998,0.75,44.72999999999999
2022-07-27,0.32,54.1,33.580000000000005,0.32,41.739999999999974,0.32,1,30.79000000000001,0.32,48.41999999999998,0.32,45.04999999999999
2022-07-28,0.0,54.1,34.440000000000005,0.0,41.739999999999974,0.0,1,30.79000000000001,0.0,48.41999999999998,0.0,45.04999999999999
2022-07-29,0.0,54.1,35.160000000000004,0.0,41.739999999999974,0.0,1,30.79000000000001,0.0,48.41999999999998,0.0,45.04999999999999
2022-08-01,0.03,54.13,35.06,0.03,41.769999999999975,0.03,1,30.82000000000001,0.03,48.44999999999998,0.03,45.07999999999999
2022-08-02,0.3,54.43,35.71,0.3,42.06999999999997,0.3,1,31.12000000000001,0.3,48.74999999999998,0.3,45.37999999999999
2022-08-03,1.5,55.93,34.37,1.5,43.56999999999997,0.0,0,31.12000000000001,1.5,50.24999999999998,1.5,46.87999999999999
2022-08-04,-0.31,55.62,34.019999999999996,-0.31,43.25999999999997,-0.0,0,31.12000000000001,-0.31,49.939999999999976,-0.31,46.569999999999986
2022-08-05,0.55,56.17,34.279999999999994,0.55,43.80999999999997,0.0,0,31.12000000000001,0.55,50.489999999999974,0.55,47.11999999999998
2022-08-08,0.27,56.44,34.46999999999999,0.27,44.07999999999997,0.0,0,31.12000000000001,0.27,50.75999999999998,0.27,47.389999999999986
2022-08-09,0.0,56.44,35.43999999999999,0.0,44.07999999999997,0.0,1,31.12000000000001,0.0,50.75999999999998,0.0,47.389999999999986
2022-08-10,-0.09,56.35,35.65999999999999,-0.09,43.98999999999997,-0.09,1,31.030000000000012,-0.09,50.66999999999997,-0.09,47.29999999999998
2022-08-11,0.3,56.65,35.70999999999999,0.3,44.289999999999964,0.3,1,31.330000000000013,0.3,50.96999999999997,0.3,47.59999999999998
2022-08-12,0.3,56.95,36.23999999999999,0.3,44.58999999999996,0.3,1,31.630000000000013,0.3,51.26999999999997,0.3,47.89999999999998
2022-08-15,0.29,57.24,36.109999999999985,0.29,44.87999999999996,0.29,1,31.920000000000012,0.29,51.55999999999997,0.29,48.189999999999976
2022-08-16,0.0,57.24,36.59999999999999,0.0,44.87999999999996,0.0,1,31.920000000000012,0.0,51.55999999999997,0.0,48.189999999999976
2022-08-17,0.3,57.54,37.109999999999985,0.3,45.17999999999996,0.3,1,32.22000000000001,0.3,51.859999999999964,0.3,48.489999999999974
2022-08-18,-0.77,56.77,37.18999999999998,-0.77,44.409999999999954,-0.77,1,31.450000000000014,-0.77,51.08999999999996,-0.77,47.71999999999997
2022-08-19,-1.38,55.39,36.429999999999986,-1.38,43.02999999999995,-0.0,0,31.450000000000014,-1.38,49.70999999999996,-1.38,46.33999999999997
2022-08-22,-0.22,55.17,34.98999999999999,-0.0,43.02999999999995,-0.0,0,31.450000000000014,-0.22,49.48999999999996,-0.22,46.11999999999997
2022-08-23,0.3,55.47,35.34999999999999,0.0,43.02999999999995,0.0,0,31.450000000000014,0.3,49.78999999999996,0.3,46.419999999999966
2022-08-24,-0.42,55.05,35.59999999999999,-0.42,42.60999999999995,-0.0,0,31.450000000000014,-0.42,49.369999999999955,-0.42,45.999999999999964
2022-08-25,-0.16,54.89,33.36999999999999,-0.0,42.60999999999995,-0.0,0,31.450000000000014,-0.0,49.369999999999955,-0.16,45.83999999999997
2022-08-26,0.05,54.94,32.14999999999999,0.0,42.60999999999995,0.0,0,31.450000000000014,0.0,49.369999999999955,0.0,45.83999999999997
2022-08-29,-0.31,54.63,31.97999999999999,-0.0,42.60999999999995,-0.0,0,31.450000000000014,-0.0,49.369999999999955,-0.0,45.83999999999997
2022-08-30,0.68,55.31,31.79999999999999,0.0,42.60999999999995,0.0,0,31.450000000000014,0.0,49.369999999999955,0.0,45.83999999999997
2022-08-31,0.3,55.61,31.54999999999999,0.0,42.60999999999995,0.0,0,31.450000000000014,0.0,49.369999999999955,0.0,45.83999999999997
2022-09-01,0.77,56.38,29.59999999999999,0.0,42.60999999999995,0.0,0,31.450000000000014,0.0,49.369999999999955,0.0,45.83999999999997
2022-09-02,0.29,56.67,29.31999999999999,0.0,42.60999999999995,0.0,0,31.450000000000014,0.0,49.369999999999955,0.0,45.83999999999997
2022-09-05,0.3,56.97,30.18999999999999,0.0,42.60999999999995,0.0,0,31.450000000000014,0.0,49.369999999999955,0.0,45.83999999999997
2022-09-06,0.0,56.97,30.86999999999999,0.0,42.60999999999995,0.0,1,31.450000000000014,0.0,49.369999999999955,0.0,45.83999999999997
2022-09-07,0.0,56.97,32.04999999999999,0.0,42.60999999999995,0.0,1,31.450000000000014,0.0,49.369999999999955,0.0,45.83999999999997
2022-09-08,0.0,56.97,32.61999999999999,0.0,42.60999999999995,0.0,1,31.450000000000014,0.0,49.369999999999955,0.0,45.83999999999997
2022-09-09,0.01,56.98,31.88999999999999,0.0,42.60999999999995,0.01,1,31.460000000000015,0.0,49.369999999999955,0.0,45.83999999999997
2022-09-13,1.24,58.22,31.67999999999999,0.0,42.60999999999995,0.0,0,31.460000000000015,0.0,49.369999999999955,0.0,45.83999999999997
2022-09-14,-0.86,57.36,31.86999999999999,-0.0,42.60999999999995,-0.0,0,31.460000000000015,-0.0,49.369999999999955,-0.0,45.83999999999997
2022-09-15,-1.28,56.08,31.379999999999992,-0.0,42.60999999999995,-0.0,0,31.460000000000015,-0.0,49.369999999999955,-0.0,45.83999999999997
2022-09-16,-2.01,54.07,29.96999999999999,-0.0,42.60999999999995,-0.0,0,31.460000000000015,-0.0,49.369999999999955,-0.0,45.83999999999997
2022-09-19,-0.11,53.96,28.79999999999999,-0.0,42.60999999999995,-0.0,0,31.460000000000015,-0.0,49.369999999999955,-0.0,45.83999999999997
2022-09-20,0.08,54.04,28.34999999999999,0.0,42.60999999999995,0.0,0,31.460000000000015,0.0,49.369999999999955,0.0,45.83999999999997
